job_title,job_description,location,experience_text,source,company,salary_text,salary_lpa,salary_source,exp_min,exp_max,exp_mid,exp_band,tier,text_for_nlp,skills_extracted,skill_count,salary_disclosed
Senior ETL Developer,"informatica, ms sql, airflow, hive, communication, matillion, pl / sql, python","Pune(Senapati Bapat Road), Bangalore/Bengaluru",6-10,naukri_ds_india,Kloutix Solutions Pvt. Ltd,,17.55,estimated,6,10,8.0,5-8 yrs (Senior),Startup/Other,"senior etl developer informatica, ms sql, airflow, hive, communication, matillion, pl / sql, python","['ETL', 'Airflow', 'Communication', 'SQL', 'Python']",5,
Senior Consultant - Analytics Consulting,"data science, stakeholder management, machine learning","Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",5-9,naukri_ds_india,TIGER ANALYTICS INDIA CONSULTING PRIVATE LIMITED,,17.18,estimated,5,9,7.0,5-8 yrs (Senior),Consulting,"senior consultant - analytics consulting data science, stakeholder management, machine learning","['Machine Learning', 'Communication']",2,
Product Analyst II,"accessories, data migration, linux, agile, manager technology, e-commerce, scrum, continuous improvement","Mumbai, Gurgaon/Gurugram, Bangalore/Bengaluru",2-5,naukri_ds_india,Tata Unistore,,10.16,estimated,2,5,3.5,3-5 yrs (Mid),Startup/Other,"product analyst ii accessories, data migration, linux, agile, manager technology, e-commerce, scrum, continuous improvement",['Agile'],1,
Sr . Product Manager - Growth,"data science, product management, ux, product manager, product roadmap, user experience, digital marketing, user research",Bangalore/Bengaluru,4-7,naukri_ds_india,Myntra,,17.85,estimated,4,7,5.5,5-8 yrs (Senior),Product,"sr . product manager - growth data science, product management, ux, product manager, product roadmap, user experience, digital marketing, user research",['Git'],1,
Senior Manager - Product Management,"product management, qualitative research, analytical, machine learning, agile, workflow, e-commerce, data analytics",Bangalore/Bengaluru,5-7,naukri_ds_india,Myntra,,17.63,estimated,5,7,6.0,5-8 yrs (Senior),Product,"senior manager - product management product management, qualitative research, analytical, machine learning, agile, workflow, e-commerce, data analytics","['Machine Learning', 'Agile']",2,
Kantar - Hadoop Consultant/Senior Consultant,"hadoop, sql, hive, analytics","Kolkata, Bangalore/Bengaluru",1-6,naukri_ds_india,Kantar Analytics Practice,,11.38,estimated,1,6,3.5,3-5 yrs (Mid),Startup/Other,"kantar - hadoop consultant/senior consultant hadoop, sql, hive, analytics","['SQL', 'Spark']",2,
"Content Analyst, UNSPSC-1","supply chain, chemistry, surgical, excel, analytical, biology, research, microsoft",Bangalore/Bengaluru,1-3,naukri_ds_india,Clarivate,,6.79,estimated,1,3,2.0,1-3 yrs (Junior),Startup/Other,"content analyst, unspsc-1 supply chain, chemistry, surgical, excel, analytical, biology, research, microsoft",['Excel'],1,
Sr Fullstack Developer,"product management, training, quality standards, prototype, coding, technical design, consulting, agile",Bangalore/Bengaluru,4-6,naukri_ds_india,Clarivate,,10.37,estimated,4,6,5.0,3-5 yrs (Mid),Startup/Other,"sr fullstack developer product management, training, quality standards, prototype, coding, technical design, consulting, agile",['Agile'],1,
Research Analyst,"sql, looker, google data studio, reporting tools","Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",5-10,naukri_ds_india,BARTLEBY TECHNOLOGIES PRIVATE LIMITED,,13.04,estimated,5,10,7.5,5-8 yrs (Senior),Startup/Other,"research analyst sql, looker, google data studio, reporting tools","['Looker', 'SQL']",2,
Tech Ldr- Infrast Ops Analyst,"unix, performance tuning, data modeling, xml, plsql, perl, business intelligence, microsoft",Bengaluru,5-10,naukri_ds_india,CareerXperts Consulting,,15.55,estimated,5,10,7.5,5-8 yrs (Senior),Startup/Other,"tech ldr- infrast ops analyst unix, performance tuning, data modeling, xml, plsql, perl, business intelligence, microsoft","['Data Modeling', 'SQL']",2,
Analyst,"computer science, analytical skills, operations research, digital analytics, adobe analytics, web technologies, data analytics, business intelligence","Mumbai, Bangalore/Bengaluru",2-3,naukri_ds_india,National Geographic,,5.57,estimated,2,3,2.5,1-3 yrs (Junior),Startup/Other,"analyst computer science, analytical skills, operations research, digital analytics, adobe analytics, web technologies, data analytics, business intelligence",['Git'],1,
Programmer Analyst II,"statistical programming, biostatistics, data management, quality control, clinical research, management systems, clinical trials, statistics","Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru",3-7,naukri_ds_india,PPD,,11.68,estimated,3,7,5.0,3-5 yrs (Mid),Startup/Other,"programmer analyst ii statistical programming, biostatistics, data management, quality control, clinical research, management systems, clinical trials, statistics",['Statistics'],1,
Product Analyst,"java, agile, aws, it skills, engineering services, product analyst, data services, social service","Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru, Trivandrum/Thiruvananthapuram",8-13,naukri_ds_india,Xpetize Technology Solutions Private Limited,,20.85,estimated,8,13,10.5,8+ yrs (Lead),Startup/Other,"product analyst java, agile, aws, it skills, engineering services, product analyst, data services, social service","['Java', 'Agile', 'AWS']",3,
Analyst - Energy & Power,"economic analysis, analyst, data analysis, sas, renewable energy, power sector, market data, spss","Noida, Bangalore/Bengaluru",2-3,naukri_ds_india,"Center for Study of Science, Technology and Policy",,7.1,estimated,2,3,2.5,1-3 yrs (Junior),Startup/Other,"analyst - energy & power economic analysis, analyst, data analysis, sas, renewable energy, power sector, market data, spss",['SAS'],1,
Analyst - Process Support Services,"communication skills, excel, time management, accounting, service delivery, business development, data analytics, powerpoint","Mumbai, Pune, Bangalore/Bengaluru",2-4,naukri_ds_india,TresVista Financial,,6.95,estimated,2,4,3.0,1-3 yrs (Junior),Startup/Other,"analyst - process support services communication skills, excel, time management, accounting, service delivery, business development, data analytics, powerpoint","['Communication', 'Excel']",2,
Product Analyst,"data science, product analyst, product management, google analytics, data visualization, data collection, tableau, python","Mumbai, Bangalore/Bengaluru",1-4,naukri_ds_india,RKSV,,6.72,estimated,1,4,2.5,1-3 yrs (Junior),Startup/Other,"product analyst data science, product analyst, product management, google analytics, data visualization, data collection, tableau, python","['GCP', 'Tableau', 'Python', 'Data Visualization']",4,
Quality Analyst Sales,"outbound, site management, call monitoring, data management, time management, quality analyst, customer service, sales associate",Bangalore/Bengaluru,2-4,naukri_ds_india,Sears Holdings,,5.96,estimated,2,4,3.0,1-3 yrs (Junior),Startup/Other,"quality analyst sales outbound, site management, call monitoring, data management, time management, quality analyst, customer service, sales associate",[],0,
Quantum Analyst,"c, senior analyst, focus, programming, big data, bioinformatics, statistics, python",Bengaluru,2-5,naukri_ds_india,Global Talent Pool,,11.49,estimated,2,5,3.5,3-5 yrs (Mid),Startup/Other,"quantum analyst c, senior analyst, focus, programming, big data, bioinformatics, statistics, python","['Spark', 'Python', 'Statistics']",3,
Quality Analyst Sales,"verbal, communication, analytical, written, quality monitoring, analytical skills, outbound, site management",Bangalore/Bengaluru,4-8,naukri_ds_india,LeadSquared,,13.99,estimated,4,8,6.0,5-8 yrs (Senior),Startup/Other,"quality analyst sales verbal, communication, analytical, written, quality monitoring, analytical skills, outbound, site management",['Communication'],1,
Research Analyst,"data analysis, statistical analysis, primary research, analytical, data collection, market research, business management, research analyst",Bengaluru,3-6,naukri_ds_india,Nfaktor,,10.87,estimated,3,6,4.5,3-5 yrs (Mid),Startup/Other,"research analyst data analysis, statistical analysis, primary research, analytical, data collection, market research, business management, research analyst",['Statistics'],1,
Assoicate / Analyst - Processing Support,"analytical skills, loans, us mortgage, processor, mortgage, insurance, written communication, customer service",Bangalore/Bengaluru,2-6,naukri_ds_india,ISG NovaSoft Technologies Limited,,9.69,estimated,2,6,4.0,3-5 yrs (Mid),Startup/Other,"assoicate / analyst - processing support analytical skills, loans, us mortgage, processor, mortgage, insurance, written communication, customer service",['Communication'],1,
Technical Analyst - S4 integration,"s4 integration, sap cloud platform, odata, finance, financial accounting, cio, master data management, sap development",Bangalore/Bengaluru,7-11,naukri_ds_india,Shell,,18.44,estimated,7,11,9.0,8+ yrs (Lead),Startup/Other,"technical analyst - s4 integration s4 integration, sap cloud platform, odata, finance, financial accounting, cio, master data management, sap development",[],0,
Construction BIM Analyst,"it skills, cloud, computer science, 3d, data analysis, construction, operations analyst, bim",Bangalore/Bengaluru,2-6,naukri_ds_india,Doxel,,8.57,estimated,2,6,4.0,3-5 yrs (Mid),Startup/Other,"construction bim analyst it skills, cloud, computer science, 3d, data analysis, construction, operations analyst, bim",[],0,
SAP BODS Analyst,"bapis, debugging, sap abap, lsmw, ltmc, etl, communication, bdcs","Chennai, Bangalore/Bengaluru",5-10,naukri_ds_india,VEGA Intellisoft Private Limited,,15.52,estimated,5,10,7.5,5-8 yrs (Senior),Startup/Other,"sap bods analyst bapis, debugging, sap abap, lsmw, ltmc, etl, communication, bdcs","['ETL', 'Communication', 'APIs']",3,
AugustDigital - Python Senior Developer,"jquery, front end, git, django, javascript, php, selenium, data mining",Bengaluru,6-8,naukri_ds_india,August Digital,,15.23,estimated,6,8,7.0,5-8 yrs (Senior),Startup/Other,"augustdigital - python senior developer jquery, front end, git, django, javascript, php, selenium, data mining","['Git', 'Python']",2,
senior python developer,"performance tuning, automation, backend, hp data protector, coding, debugging, troubleshooting, application software",Bangalore/Bengaluru,8-10,naukri_ds_india,Talent Zone Consultant,,23.09,estimated,8,10,9.0,8+ yrs (Lead),Startup/Other,"senior python developer performance tuning, automation, backend, hp data protector, coding, debugging, troubleshooting, application software",['Python'],1,
Technical Analyst,"sap master data governance, sap fiori, data migration, sap abap, data management, technical design, data modeling, idoc",Bangalore/Bengaluru,3-8,naukri_ds_india,Shell,,17.04,estimated,3,8,5.5,5-8 yrs (Senior),Startup/Other,"technical analyst sap master data governance, sap fiori, data migration, sap abap, data management, technical design, data modeling, idoc",['Data Modeling'],1,
Functional Analyst,"sap finance, sap fico, functional analysis, sap mm, asset accounting, bank accounting, business process, master data",Bangalore/Bengaluru,7-12,naukri_ds_india,Shell,,24.35,estimated,7,12,9.5,8+ yrs (Lead),Startup/Other,"functional analyst sap finance, sap fico, functional analysis, sap mm, asset accounting, bank accounting, business process, master data",[],0,
Model Validation Analyst 2,"career development, data analysis, model validation, manager quality assurance, sas, project management, wellness, model development",Bangalore/Bengaluru,2-5,naukri_ds_india,AllianceData,,9.83,estimated,2,5,3.5,3-5 yrs (Mid),Startup/Other,"model validation analyst 2 career development, data analysis, model validation, manager quality assurance, sas, project management, wellness, model development",['SAS'],1,
Analyst - Risk & Control Enablement,"analytical skills, root cause analysis, it risk, process mapping, cisa, cobit, data quality, information management",Bangalore/Bengaluru,3-7,naukri_ds_india,CBA Services Private Limited,,9.78,estimated,3,7,5.0,3-5 yrs (Mid),Startup/Other,"analyst - risk & control enablement analytical skills, root cause analysis, it risk, process mapping, cisa, cobit, data quality, information management",[],0,
Analyst,"analytical skills, excel, accounting, senior analyst, svg, financial planning, budgeting, data mining",Bangalore/Bengaluru,2-7,naukri_ds_india,Consero Global,,10.32,estimated,2,7,4.5,3-5 yrs (Mid),Startup/Other,"analyst analytical skills, excel, accounting, senior analyst, svg, financial planning, budgeting, data mining",['Excel'],1,
Supply Chain Analyst (SQL or AWS),"supply chain, data analysis, sap, maximo, agile, application development, asset management, technical support",Bangalore/Bengaluru,2-5,naukri_ds_india,Fluence,,9.76,estimated,2,5,3.5,3-5 yrs (Mid),Startup/Other,"supply chain analyst (sql or aws) supply chain, data analysis, sap, maximo, agile, application development, asset management, technical support","['SQL', 'Agile', 'AWS']",3,
Supply Chain Analyst,"supply chain, data analysis, sap, maximo, agile, application development, asset management, technical support",Bangalore/Bengaluru,2-5,naukri_ds_india,Fluence,,10.34,estimated,2,5,3.5,3-5 yrs (Mid),Startup/Other,"supply chain analyst supply chain, data analysis, sap, maximo, agile, application development, asset management, technical support",['Agile'],1,
Product Analyst,"product analyst, product management, product manager, problem solving, user experience, data mining, data analytics, market research",Bangalore/Bengaluru,1-2,naukri_ds_india,Goguardian,,6.76,estimated,1,2,1.5,1-3 yrs (Junior),Startup/Other,"product analyst product analyst, product management, product manager, problem solving, user experience, data mining, data analytics, market research",[],0,
Verbatim analyst,"analyst, excel, coding, diversity and inclusion, market research, data processor, data analytics, research",Bangalore/Bengaluru,1-6,naukri_ds_india,YouGov,,10.44,estimated,1,6,3.5,3-5 yrs (Mid),Startup/Other,"verbatim analyst analyst, excel, coding, diversity and inclusion, market research, data processor, data analytics, research",['Excel'],1,
Systems Analyst,"it skills, oracle, r12, senior analyst, tools, plsql, data structures, teradata",Bengaluru,4-6,naukri_ds_india,Signature India Associates,,9.26,estimated,4,6,5.0,3-5 yrs (Mid),Startup/Other,"systems analyst it skills, oracle, r12, senior analyst, tools, plsql, data structures, teradata",['SQL'],1,
Supply Chain Analyst (Technical side),"it skills, tableau, power bi, sap, supply chain, data analysis, maximo, agile",Bangalore/Bengaluru,2-5,naukri_ds_india,Fluence,,10.01,estimated,2,5,3.5,3-5 yrs (Mid),Startup/Other,"supply chain analyst (technical side) it skills, tableau, power bi, sap, supply chain, data analysis, maximo, agile","['Tableau', 'Power BI', 'Agile']",3,
Product Analyst,"product analysis, user research, r, data analytics, product development, stock market, market research, career development",Bangalore/Bengaluru,1-4,naukri_ds_india,Snaphunt,,8.11,estimated,1,4,2.5,1-3 yrs (Junior),Product,"product analyst product analysis, user research, r, data analytics, product development, stock market, market research, career development",['R'],1,
MIS Analyst,"bpo, mis reporting, excel, business reporting, vb script, big data, data mining, macros",Bengaluru,3-5,naukri_ds_india,Talent Zone Consultant,,11.06,estimated,3,5,4.0,3-5 yrs (Mid),Startup/Other,"mis analyst bpo, mis reporting, excel, business reporting, vb script, big data, data mining, macros","['Spark', 'Excel']",2,
Product Analyst,"r, data analysis, statistical analysis, analytics, python, sql",Bangalore/Bengaluru,3-8,naukri_ds_india,Slice,,16.73,estimated,3,8,5.5,5-8 yrs (Senior),Startup/Other,"product analyst r, data analysis, statistical analysis, analytics, python, sql","['SQL', 'Python', 'Statistics', 'R']",4,
Insights Analyst,"analytical, data mining, customer engagement, operations, ansi, analytics, sql, data extraction",Bangalore/Bengaluru,7-10,naukri_ds_india,CBA Services Private Limited,,26.09,estimated,7,10,8.5,8+ yrs (Lead),Startup/Other,"insights analyst analytical, data mining, customer engagement, operations, ansi, analytics, sql, data extraction",['SQL'],1,
"Analyst, Consulting","telecom, data management, financial analysis, project management, analytical, consulting, data mining, continuous improvement",Bangalore/Bengaluru,1-4,naukri_ds_india,BCD Meetings & Events,,6.26,estimated,1,4,2.5,1-3 yrs (Junior),Startup/Other,"analyst, consulting telecom, data management, financial analysis, project management, analytical, consulting, data mining, continuous improvement",[],0,
JavaScript Programmer Analyst,"git, programming, css, http protocol, ci / cd, xpath, javascript, it skills","Hyderabad, Bengaluru",2-4,naukri_ds_india,Olive Data Centre Private Limited,,6.39,estimated,2,4,3.0,1-3 yrs (Junior),Startup/Other,"javascript programmer analyst git, programming, css, http protocol, ci / cd, xpath, javascript, it skills",['Git'],1,
IDT Strategy Analyst,"idt strategy, power bi, management consulting, idt strategy analyst, data visualization, tableau, powerapps",Bangalore/Bengaluru,4-8,naukri_ds_india,Shell,,17.03,estimated,4,8,6.0,5-8 yrs (Senior),Startup/Other,"idt strategy analyst idt strategy, power bi, management consulting, idt strategy analyst, data visualization, tableau, powerapps","['Data Visualization', 'Tableau', 'Power BI']",3,
SAS Analyst,"sas, excel, data analytics, data collection systems, sql",Bangalore/Bengaluru,2-4,naukri_ds_india,VIAPROM Analytics,,6.75,estimated,2,4,3.0,1-3 yrs (Junior),Startup/Other,"sas analyst sas, excel, data analytics, data collection systems, sql","['SAS', 'SQL', 'Excel']",3,
Analyst,"data analysis, sap erp, typing speed, master data management, vlookup, project management, workflow, power point presentation",Bangalore/Bengaluru,1-2,naukri_ds_india,Sigma Aldrich,,7.11,estimated,1,2,1.5,1-3 yrs (Junior),Startup/Other,"analyst data analysis, sap erp, typing speed, master data management, vlookup, project management, workflow, power point presentation",['Excel'],1,
Financial Analyst,"financial analysis, reconciliation, excel report preparation, excel, business intelligence reporting, dashboard tool, accounting, data integration tools",Bangalore/Bengaluru,4-8,naukri_ds_india,BYTEMARK TECHNOLOGY SOLUTIONS INDIA PVT LTD,,15.6,estimated,4,8,6.0,5-8 yrs (Senior),Startup/Other,"financial analyst financial analysis, reconciliation, excel report preparation, excel, business intelligence reporting, dashboard tool, accounting, data integration tools","['Plotly', 'ETL', 'Excel']",3,
MIS Analyst,"mis, data analysis, data anlalytics, advance excel, data interpretation, analytical skills, data mining, data evaluation",Bangalore/Bengaluru,1-2,naukri_ds_india,Deluxe Entertainment Distribution India Pvt Ltd,,5.94,estimated,1,2,1.5,1-3 yrs (Junior),Startup/Other,"mis analyst mis, data analysis, data anlalytics, advance excel, data interpretation, analytical skills, data mining, data evaluation",['Excel'],1,
Devops AWS Analyst,"it skills, python, cloud, jenkins, aws, analyst, automation, data analysis",Bangalore/Bengaluru,5-10,naukri_ds_india,Anicalls,,15.05,estimated,5,10,7.5,5-8 yrs (Senior),Startup/Other,"devops aws analyst it skills, python, cloud, jenkins, aws, analyst, automation, data analysis","['Python', 'AWS']",2,
Billing Analyst - Enterprise Finance Operations,"order management, automation, financial reporting, hp data protector, billing, revenue recognition, financial operations, customer support",Bangalore/Bengaluru,2-6,naukri_ds_india,VIMEO TECHNOLOGIES PRIVATE LIMITED,,9.01,estimated,2,6,4.0,3-5 yrs (Mid),Startup/Other,"billing analyst - enterprise finance operations order management, automation, financial reporting, hp data protector, billing, revenue recognition, financial operations, customer support",[],0,
Platform Analyst,"azure data factory, business process, user stories, cognos reporting, etl, solution design, functional requirement, sql",Bangalore/Bengaluru,15-25,naukri_ds_india,Peopleplus Professional Services Pvt. Ltd.,,24.79,estimated,15,25,20.0,8+ yrs (Lead),Startup/Other,"platform analyst azure data factory, business process, user stories, cognos reporting, etl, solution design, functional requirement, sql","['ETL', 'SQL', 'Azure']",3,
Channel Operations Analyst,"operations analyst, operational support, customer service orientation, data management, sales operations, analytical, channel sales, management",Bangalore/Bengaluru,5-9,naukri_ds_india,Zscaler Softech,,16.43,estimated,5,9,7.0,5-8 yrs (Senior),Startup/Other,"channel operations analyst operations analyst, operational support, customer service orientation, data management, sales operations, analytical, channel sales, management",[],0,
Salesforce Analyst,"data analysis, data management, business analysis, analytical, business planning, healthcare, resource management, operations",Bangalore/Bengaluru,2-3,naukri_ds_india,Ramsoft Systems Inc.,,7.39,estimated,2,3,2.5,1-3 yrs (Junior),Startup/Other,"salesforce analyst data analysis, data management, business analysis, analytical, business planning, healthcare, resource management, operations",[],0,
Channel Operations Analyst,"operations analyst, operational support, customer service orientation, data management, sales operations, analytical, channel sales, management",Bangalore/Bengaluru,5-9,naukri_ds_india,cloudneeti,,16.01,estimated,5,9,7.0,5-8 yrs (Senior),Startup/Other,"channel operations analyst operations analyst, operational support, customer service orientation, data management, sales operations, analytical, channel sales, management",[],0,
Vendor Management & Performance Analyst,"procurement, administration, data analysis, performance management, contract management, performance analyst, relationship, monitoring",Bangalore/Bengaluru,2-4,naukri_ds_india,Deutsche Bank,,7.06,estimated,2,4,3.0,1-3 yrs (Junior),Startup/Other,"vendor management & performance analyst procurement, administration, data analysis, performance management, contract management, performance analyst, relationship, monitoring",[],0,
Product Analyst,"product analyst, supply chain, data analysis, google analytics, analytical, business strategy, business intelligence, stakeholder management",Bangalore/Bengaluru,3-7,naukri_ds_india,Zepto,,12.88,estimated,3,7,5.0,3-5 yrs (Mid),Product,"product analyst product analyst, supply chain, data analysis, google analytics, analytical, business strategy, business intelligence, stakeholder management","['GCP', 'Communication']",2,
Product Analyst,"product quality, product analyst, data management, manager technology, information management, business intelligence, data mining, analytics",Bengaluru,1-3,naukri_ds_india,HealthifyMe,,5.94,estimated,1,3,2.0,1-3 yrs (Junior),Startup/Other,"product analyst product quality, product analyst, data management, manager technology, information management, business intelligence, data mining, analytics",[],0,
KYC/AML Analyst Contractual Role,"aml analyst, data analysis, interpersonal skills, data management, legal compliance, reconciliation, investigation, workflow",Bengaluru,1-3,naukri_ds_india,Bangalore Software Services Pvt Ltd.,,8.08,estimated,1,3,2.0,1-3 yrs (Junior),Startup/Other,"kyc/aml analyst contractual role aml analyst, data analysis, interpersonal skills, data management, legal compliance, reconciliation, investigation, workflow",['Machine Learning'],1,
Datafeed Analyst,"outbound, iso, data management, fixed income, xml, banking, x12, edi",Bangalore/Bengaluru,1-6,naukri_ds_india,ETON SOLUTIONS,,10.27,estimated,1,6,3.5,3-5 yrs (Mid),Startup/Other,"datafeed analyst outbound, iso, data management, fixed income, xml, banking, x12, edi",[],0,
Product Analyst,"it skills, python, testing, machine learning, tableau, r, scala, data mining",Bangalore/Bengaluru,3-5,naukri_ds_india,Whatfix,,11.4,estimated,3,5,4.0,3-5 yrs (Mid),Startup/Other,"product analyst it skills, python, testing, machine learning, tableau, r, scala, data mining","['Machine Learning', 'Python', 'R', 'Tableau', 'Scala']",5,
Lending Portfolio Analyst,"data science, r, computer science, credit risk, data visualization, machine learning, risk management, credit cards",Bangalore/Bengaluru,2-5,naukri_ds_india,jupiter,,11.01,estimated,2,5,3.5,3-5 yrs (Mid),Startup/Other,"lending portfolio analyst data science, r, computer science, credit risk, data visualization, machine learning, risk management, credit cards","['Data Visualization', 'Machine Learning', 'R']",3,
Analyst-Property Reporting,"microstrategy, business services, due diligence, diversity and inclusion, data analytics, continuous improvement, operations, sql",Bangalore/Bengaluru,1-4,naukri_ds_india,Tesco Bengaluru,,6.98,estimated,1,4,2.5,1-3 yrs (Junior),Startup/Other,"analyst-property reporting microstrategy, business services, due diligence, diversity and inclusion, data analytics, continuous improvement, operations, sql",['SQL'],1,
BI Reporting Analyst,"computer science, digital analytics, adobe analytics, web technologies, business reporting, data analytics, qlikview, operations",Bangalore/Bengaluru,2-3,naukri_ds_india,National Geographic,,7.25,estimated,2,3,2.5,1-3 yrs (Junior),Startup/Other,"bi reporting analyst computer science, digital analytics, adobe analytics, web technologies, business reporting, data analytics, qlikview, operations",['Git'],1,
Analyst,"analytical skills, analyst, operations research, digital analytics, adobe analytics, web technologies, data analytics, business intelligence",Bangalore/Bengaluru,2-3,naukri_ds_india,National Geographic,,7.25,estimated,2,3,2.5,1-3 yrs (Junior),Startup/Other,"analyst analytical skills, analyst, operations research, digital analytics, adobe analytics, web technologies, data analytics, business intelligence",['Git'],1,
Analyst - Site Support,"cro, data analysis, process improvement, pharma, sat, healthcare, clinical research, account management","Chennai, Bangalore/Bengaluru",3-6,naukri_ds_india,Icon Pharmaceutical s,,10.35,estimated,3,6,4.5,3-5 yrs (Mid),Startup/Other,"analyst - site support cro, data analysis, process improvement, pharma, sat, healthcare, clinical research, account management",[],0,
SCM Analyst,"data analysis, data management, data quality management, data analytics, dashboards, mis reporting",Bangalore/Bengaluru(Mission Road),3-6,naukri_ds_india,ASTER DM HEALTHCARE LIMITED,,10.54,estimated,3,6,4.5,3-5 yrs (Mid),Startup/Other,"scm analyst data analysis, data management, data quality management, data analytics, dashboards, mis reporting",['Plotly'],1,
Experienced M & A Analyst,"analytical skills, strategy consulting, analyst, data analysis, quality check, project management, analytical, database",Bangalore/Bengaluru,3-10,naukri_ds_india,RYSTAD ENERGY INDIA PRIVATE LIMITED,,15.62,estimated,3,10,6.5,5-8 yrs (Senior),Startup/Other,"experienced m & a analyst analytical skills, strategy consulting, analyst, data analysis, quality check, project management, analytical, database",[],0,
Services Operations Analyst,"business process, data analysis, change management, automation, performance management, business analysis, analytical, data quality",Bangalore/Bengaluru,5-9,naukri_ds_india,Cleo Communications,,14.45,estimated,5,9,7.0,5-8 yrs (Senior),Startup/Other,"services operations analyst business process, data analysis, change management, automation, performance management, business analysis, analytical, data quality",[],0,
Services Operations Analyst,"business process, data analysis, change management, automation, performance management, business analysis, analytical, data quality",Bangalore/Bengaluru,4-7,naukri_ds_india,R3,,15.91,estimated,4,7,5.5,5-8 yrs (Senior),Startup/Other,"services operations analyst business process, data analysis, change management, automation, performance management, business analysis, analytical, data quality",[],0,
Product Analyst- Instawork | Bangalore,"data analysis, data warehousing, sql, analytics, data mining",Bangalore/Bengaluru(Koramangala),2-6,naukri_ds_india,INSTAWORK SERVICES INDIA PRIVATE LIMITED,,9.61,estimated,2,6,4.0,3-5 yrs (Mid),Startup/Other,"product analyst- instawork | bangalore data analysis, data warehousing, sql, analytics, data mining",['SQL'],1,
QA Analyst,"product quality, product engineering, skill development, testing tools, agile, regression testing, agile methodology, data analytics",Bengaluru,1-5,naukri_ds_india,People10 Technosoft Private Limited,,7.33,estimated,1,5,3.0,1-3 yrs (Junior),Startup/Other,"qa analyst product quality, product engineering, skill development, testing tools, agile, regression testing, agile methodology, data analytics","['Agile', 'Statistics']",2,
Marketing Analyst,"content creation, product management, computer science, product marketing, data analysis, business development, marketing programs, data analytics",Bangalore/Bengaluru,3-7,naukri_ds_india,Nutanix India Technologies Private Limited,,9.24,estimated,3,7,5.0,3-5 yrs (Mid),Startup/Other,"marketing analyst content creation, product management, computer science, product marketing, data analysis, business development, marketing programs, data analytics",[],0,
Channel Operations Analyst,"customer service, excel, compliance, excellent communication skills, data management, channel sales, operations, problem - solving",Bangalore/Bengaluru,3-5,naukri_ds_india,cloudneeti,,10.18,estimated,3,5,4.0,3-5 yrs (Mid),Startup/Other,"channel operations analyst customer service, excel, compliance, excellent communication skills, data management, channel sales, operations, problem - solving","['Communication', 'Excel']",2,
Quality Assurance Analyst,"quality assurance analyst, qa, basic, excel, consulting, e-commerce, data quality",Bengaluru,2-5,naukri_ds_india,Bloom Consulting Services,,9.46,estimated,2,5,3.5,3-5 yrs (Mid),Startup/Other,"quality assurance analyst quality assurance analyst, qa, basic, excel, consulting, e-commerce, data quality",['Excel'],1,
Analyst Analytics Solutions,"managed services, data management, senior analyst, analytical, cognos, consulting, qlikview, data mining",Bengaluru,2-4,naukri_ds_india,Litmass Analytics,,6.77,estimated,2,4,3.0,1-3 yrs (Junior),Startup/Other,"analyst analytics solutions managed services, data management, senior analyst, analytical, cognos, consulting, qlikview, data mining",[],0,
Analyst Client Delivery,"managed services, senior analyst, analytical, cognos, consulting, data collection, qlikview, project delivery",Bengaluru,2-4,naukri_ds_india,Litmass Analytics,,6.48,estimated,2,4,3.0,1-3 yrs (Junior),Startup/Other,"analyst client delivery managed services, senior analyst, analytical, cognos, consulting, data collection, qlikview, project delivery",[],0,
Compensation Analyst,"compensation analyst, data analysis, sap, digital printing, team development, data collection, silicon, hr",Bangalore/Bengaluru,4-5,naukri_ds_india,RGF Professional Recruitment,,9.18,estimated,4,5,4.5,3-5 yrs (Mid),Startup/Other,"compensation analyst compensation analyst, data analysis, sap, digital printing, team development, data collection, silicon, hr",['Git'],1,
Quality Analyst III,"qa, data analysis, manager quality assurance, test strategy, project management, process improvement, quality audit, workflow",Bangalore/Bengaluru,2-5,naukri_ds_india,VIMEO TECHNOLOGIES PRIVATE LIMITED,,10.27,estimated,2,5,3.5,3-5 yrs (Mid),Startup/Other,"quality analyst iii qa, data analysis, manager quality assurance, test strategy, project management, process improvement, quality audit, workflow",[],0,
OLM Analyst TS Gas and Power,"olm, etrms, business process management, test execution, azure data, business applications, .net, regulatory compliance",Bangalore/Bengaluru,5-10,naukri_ds_india,Shell,,15.81,estimated,5,10,7.5,5-8 yrs (Senior),Startup/Other,"olm analyst ts gas and power olm, etrms, business process management, test execution, azure data, business applications, .net, regulatory compliance",['Azure'],1,
Application Support Analyst,"azure data factory, azure data lake, azure sql, r, hadoop, big data, sql database, spark",Bangalore/Bengaluru,5-8,naukri_ds_india,Shell,,17.81,estimated,5,8,6.5,5-8 yrs (Senior),Startup/Other,"application support analyst azure data factory, azure data lake, azure sql, r, hadoop, big data, sql database, spark","['SQL', 'Azure', 'Spark', 'R']",4,
